1546521901.000000, IBI
17.578930,0.875040
18.453970,0.875040
19.422764,0.968794
20.204050,0.781286
21.000961,0.796911
21.829124,0.828163
22.797919,0.968794
23.610456,0.812537
24.422993,0.812537
25.266782,0.843789
26.188699,0.921917
27.032487,0.843789
27.938779,0.906291
28.813819,0.875040
29.735736,0.921917
30.548273,0.812537
31.407688,0.859414
32.267102,0.859414
33.126516,0.859414
33.923428,0.796911
34.798468,0.875040
35.673508,0.875040
36.642302,0.968794
37.439214,0.796911
38.314254,0.875040
39.189294,0.875040
40.173714,0.984420
41.001877,0.828163
41.908168,0.906291
42.830086,0.921917
43.736377,0.906291
96.613797,0.953169
132.865457,0.859414
143.569072,0.734409
144.334732,0.765660
201.915493,0.906291
202.696778,0.781286
203.478064,0.781286
204.290601,0.812537
205.150016,0.859414
211.212793,0.968794
259.261868,0.781286
260.199410,0.937543
275.809500,1.109426
285.184929,0.671906
286.013092,0.828163
308.967268,0.890666
343.312590,0.796911
441.973356,0.781286
442.910899,0.937543
531.836844,0.703157
532.586879,0.750034
533.196282,0.609403
533.915065,0.718783
561.525703,0.859414
562.447621,0.921917
563.432041,0.984420
564.307081,0.875040
565.166495,0.859414
572.823096,0.843789
622.387864,1.000046
643.779469,0.875040
692.766086,0.640654
693.453617,0.687531
694.078646,0.625029
694.719300,0.640654
695.375580,0.656280
736.939983,0.640654
744.346572,0.625029
745.002852,0.656280
768.425799,0.937543
769.269588,0.843789
794.036346,0.875040
794.927012,0.890666
795.786427,0.859414
796.802098,1.015671
797.833395,1.031297
817.037399,0.937543
817.943691,0.906291
861.805073,0.734409
903.588236,0.781286
943.793201,0.906291
944.668242,0.875040
963.309720,1.031297
1002.608394,0.687531
1003.264674,0.656280
1003.874077,0.609403
1004.545982,0.671906
1005.264765,0.718783
1006.092928,0.828163
1006.967968,0.875040
1007.796131,0.828163
1008.593043,0.796911
1009.296200,0.703157
1010.061860,0.765660
1010.702514,0.640654
1011.343168,0.640654
1011.874443,0.531274
1012.624477,0.750034
1013.405763,0.781286
1014.202674,0.796911
1015.093340,0.890666
1015.859000,0.765660
1016.687163,0.828163
1017.468449,0.781286
1018.093477,0.625029
1026.031341,0.906291
1027.000135,0.968794
1033.594187,0.765660
1034.375473,0.781286
1035.031753,0.656280
1035.734910,0.703157
1036.516196,0.781286
1037.141224,0.625029
1045.485356,0.796911
1046.266642,0.781286
1046.922922,0.656280
1058.407823,0.781286
1059.267237,0.859414
1062.439257,0.656280
